0 1 2 3 4
95 41 7 2 0
41 35 2 1 0
37 89 4 0 0
30 72 2 7 0
20 0 0 1 0
18 70 0 1 0
73 47 1 5 0
54 43 0 5 0
47 85 2 2 0
7 38 3 0 0
66 21 0 9 0
96 14 4 6 0
26 89 0 9 0
17 27 0 1 0
73 1 0 2 0
21 15 3 0 0
73 4 6 2 0
71 11 3 0 0
89 42 6 0 0
80 57 0 9 0
46 33 0 2 0
14 98 8 1 0
13 82 5 0 0
11 2 3 4 0
51 8 9 5 0
59 96 2 3 0
0 81 9 3 0
82 50 4 1 0
97 20 4 0 0
57 6 4 8 0
17 6 7 2 0
21 19 5 1 0
26 87 8 6 0
1 70 2 9 0
59 96 7 4 0
91 13 4 8 0
22 31 6 1 0
2 84 1 3 0
48 40 6 5 0
98 34 0 7 0
68 72 4 4 0
13 36 7 0 0
43 82 6 9 0
55 18 8 0 0
17 61 6 8 0
2 66 0 1 0
17 41 7 8 0
30 29 6 6 0
17 27 1 3 0
85 96 6 6 0
90 0 4 2 0
52 60 8 6 0
54 49 0 6 0
78 59 5 8 0
84 25 2 0 0
82 26 8 1 0
93 43 3 4 0
82 33 4 8 0
47 64 1 8 0
7 42 5 9 0
38 41 2 8 0
9 67 9 8 0
2 22 9 5 0
9 24 4 3 0
45 65 7 9 0
46 11 3 6 0
32 4 4 2 0
85 57 0 1 0
50 12 6 2 0
24 87 2 6 0
4 71 2 7 0
59 24 0 5 0
23 84 7 3 0
8 46 2 2 0
53 56 7 4 0
25 48 6 5 0
44 39 9 1 0
62 98 4 1 0
37 86 6 7 0
30 12 4 9 0
64 85 2 2 0
19 36 1 9 0
58 18 3 9 0
47 66 9 3 0
58 38 2 5 0
34 94 8 8 0
42 71 5 7 0
20 43 6 9 0
48 90 1 8 0
56 96 4 3 0
61 79 9 9 0
26 24 6 9 0
85 72 4 3 0
71 76 7 2 0
19 27 0 2 0
73 28 0 4 0
52 47 9 5 0
66 33 9 6 0
47 13 8 5 0
18 30 0 1 0
65 6 2 3 0
78 87 0 1 0
38 3 2 3 0
92 19 0 4 0
72 25 8 2 0
35 60 2 9 0
42 32 0 3 0
79 11 0 9 0
10 34 1 9 0
75 62 0 6 0
85 77 1 2 0
91 85 3 5 0
20 2 2 4 0
3 89 8 9 0
76 5 2 0 0
91 21 7 8 0
58 53 9 1 0
22 4 1 6 0
83 97 2 2 0
82 7 1 7 0
16 71 5 5 0
13 7 7 6 0
7 13 0 4 0
77 47 5 8 0
20 43 4 9 0
76 59 6 1 0
31 90 0 1 0
2 22 0 5 0
51 55 9 8 0
65 26 0 1 0
25 36 2 6 0
36 73 1 7 0
25 9 8 7 0
98 0 4 5 0
83 86 2 1 0
36 29 4 3 0
93 89 0 5 0
87 55 6 4 0
49 76 9 2 0
94 95 3 1 0
92 8 1 2 0
80 56 4 0 0
44 90 5 5 0
3 46 7 4 0
31 41 7 4 0
0 37 9 1 0
54 65 2 3 0
41 62 5 1 0
84 51 8 2 0
81 30 0 4 0
27 67 6 0 0
14 48 4 3 0
69 53 0 1 0
9 1 2 5 0
31 52 1 3 0
11 11 4 1 0
69 38 6 3 0
73 32 1 4 0
30 88 8 6 0
61 25 1 7 0
35 93 8 2 0
5 95 0 3 0
2 83 9 7 0
75 20 3 5 0
81 30 8 9 0
0 80 7 6 0
64 37 9 8 0
15 48 7 1 0
40 24 7 7 0
29 67 0 4 0
20 90 6 7 0
10 61 4 0 0
45 22 5 0 0
98 31 1 2 0
40 5 6 3 0
91 80 6 0 0
77 53 9 5 0
0 17 4 6 0
76 36 7 1 0
58 41 2 5 0
94 41 7 5 0
81 94 9 4 0
76 89 0 8 0
47 51 9 6 0
96 26 2 9 0
49 43 2 3 0
19 69 2 4 0
12 29 1 8 0
74 38 3 1 0
8 8 3 8 0
54 41 9 7 0
34 48 8 5 0
14 64 0 1 0
79 42 5 4 0
26 69 1 1 0
47 27 6 7 0
19 59 9 8 0
5 65 2 4 0
72 16 7 1 0
15 15 1 1 0
72 8 8 2 0
95 72 9 0 0
12 1 1 3 0
24 83 4 9 0
8 79 6 2 0
7 40 6 8 0
18 20 9 2 0
54 67 4 7 0
84 14 0 8 0
37 63 8 8 0
96 86 6 9 0
34 48 7 7 0
73 90 5 9 0
62 27 6 8 0
56 7 1 8 0
66 68 2 9 0
85 19 1 6 0
26 70 7 7 0
40 33 1 3 0
76 70 3 3 0
80 98 7 0 0
37 48 6 8 0
72 61 7 9 0
29 99 5 7 0
11 6 0 5 0
54 60 2 5 0
61 85 6 2 0
75 39 8 1 0
52 48 3 4 0
31 62 0 3 0
26 31 9 9 0
12 17 1 1 0
79 10 9 0 0
99 52 7 7 0
40 68 8 2 0
25 55 5 1 0
49 11 6 9 0
63 86 5 3 0
98 15 1 6 0
13 2 5 1 0
89 77 6 4 0
87 60 1 8 0
36 91 9 6 0
6 82 7 8 0
81 57 5 0 0
28 19 3 3 0
89 70 7 5 0
94 83 6 2 0
21 79 2 0 0
73 0 4 8 0
75 4 1 8 0
99 73 9 6 0
65 91 7 6 0
93 22 2 5 0
12 56 5 7 0
71 86 2 4 0
71 12 8 3 0
39 72 4 4 0
98 41 5 4 0
22 14 5 3 0
65 95 8 7 0
63 5 6 2 0
13 36 1 9 0
64 49 5 7 0
1 50 4 0 0
80 28 8 2 0
28 78 9 5 0
79 13 7 0 0
39 15 0 0 0
83 63 6 4 0
25 59 5 7 0
41 17 8 5 0
98 0 8 0 0
69 45 0 5 0
31 13 0 3 0
9 94 8 3 0
98 42 4 5 0
75 18 5 6 0
52 13 9 0 0
18 43 4 4 0
53 73 9 8 0
66 37 1 5 0
71 28 1 7 0
37 88 1 5 0
41 77 7 2 0
79 58 7 4 0
72 94 4 6 0
50 85 0 8 0
92 42 3 5 0
11 80 1 7 0
46 67 0 9 0
8 57 8 3 0
5 9 4 3 0
53 25 8 1 0
55 83 4 5 0
4 67 9 6 0
28 80 9 5 0
44 8 8 5 0
29 60 8 7 0
95 0 9 5 0
31 7 6 6 0
66 86 3 7 0
32 11 0 0 0
25 59 3 2 0
62 29 1 7 0
66 34 5 9 0
74 5 2 6 0
30 50 1 2 0
26 70 0 0 0
56 35 5 6 0
68 65 5 7 0
24 17 7 1 0
25 81 5 1 0
63 1 9 4 0
37 30 4 9 0
4 50 0 0 0
17 18 5 5 0
63 93 6 3 0
41 66 9 1 0
7 7 3 2 0
56 76 8 3 0
56 85 4 3 0
31 63 0 2 0
7 62 6 9 0
61 26 5 9 0
93 95 2 8 0
83 16 6 1 0
90 35 2 4 0
86 3 7 6 0
44 9 7 3 0
47 84 3 7 0
50 72 9 1 0
70 15 4 3 0
56 86 2 1 0
82 3 5 0 0
60 41 7 0 0
79 42 1 9 0
3 75 9 0 0
36 33 4 9 0
69 16 8 2 0
39 34 9 9 0
14 71 3 1 0
51 89 4 9 0
91 88 7 1 0
53 73 4 7 0
1 53 0 1 0
83 20 8 0 0
33 31 6 7 0
1 61 5 9 0
18 10 2 9 0
2 50 8 3 0
22 44 8 7 0
17 32 0 0 0
76 65 8 9 0
52 55 1 2 0
37 44 2 4 0
50 14 5 0 0
23 48 6 2 0
71 1 0 3 0
29 49 4 2 0
84 15 0 6 0
65 50 4 7 0
35 46 8 6 0
47 91 9 0 0
16 81 0 8 0
52 60 6 3 0
63 84 2 2 0
50 20 8 5 0
99 30 8 9 0
18 37 2 1 0
56 50 5 6 0
85 38 0 9 0
36 98 6 8 0
21 27 0 1 0
98 59 1 7 0
75 59 8 6 0
75 65 0 9 0
37 96 9 9 0
20 34 9 2 0
96 85 1 5 0
38 76 8 0 0
16 30 2 5 0
60 51 0 3 0
42 64 6 4 0
56 55 5 8 0
87 24 8 0 0
31 6 4 2 0
51 20 2 2 0
26 94 8 3 0
27 56 2 0 0
21 51 4 7 0
99 45 6 3 0
48 70 2 7 0
97 78 1 9 0
89 35 6 8 0
81 66 3 9 0
16 23 6 8 0
40 16 5 3 0
75 73 5 5 0
99 5 3 9 0
96 39 5 5 0
49 30 5 7 0
54 33 4 5 0
98 1 4 1 0
36 77 3 3 0
98 29 3 2 0
42 34 6 7 0
89 74 9 9 0
9 16 4 8 0
94 48 2 6 0
0 37 3 1 0
19 49 5 2 0
27 20 2 1 0
87 83 5 9 0
26 90 1 6 0
28 5 9 1 0
61 45 2 6 0
66 97 7 0 0
64 20 7 1 0
57 59 1 1 0
77 85 7 5 0
87 94 6 3 0
37 70 9 7 0
0 32 9 0 0
95 67 7 7 0
30 64 6 0 0
98 75 2 0 0
79 84 3 6 0
26 4 4 1 0
71 49 7 9 0
32 11 5 5 0
51 48 6 4 0
21 66 3 4 0
27 7 7 0 0
4 67 8 2 0
8 30 4 6 0
55 48 5 3 0
19 2 5 5 0
16 55 0 8 0
22 31 5 9 0
22 43 4 6 0
0 48 9 6 0
55 40 0 6 0
3 5 7 1 0
91 60 5 0 0
73 73 4 3 0
30 85 5 4 0
38 49 7 7 0
35 83 9 1 0
38 44 0 3 0
29 44 6 4 0
7 43 2 0 0
13 11 5 9 0
48 59 2 4 0
22 95 8 6 0
52 19 9 1 0
91 37 0 5 0
44 92 3 1 0
67 47 0 7 0
11 64 1 7 0
4 79 0 1 0
84 15 5 7 0
4 49 4 9 0
67 85 2 8 0
60 3 3 9 0
23 9 1 3 0
77 74 3 4 0
3 76 3 1 0
64 25 7 6 0
63 33 1 6 0
74 87 3 1 0
94 37 8 7 0
95 31 9 6 0
90 30 2 0 0
37 31 5 6 0
71 37 8 3 0
84 42 3 5 0
88 47 2 6 0
58 24 0 1 0
85 17 2 3 0
3 72 1 2 0
48 34 5 8 0
77 60 8 4 0
98 35 9 0 0
51 68 2 5 0
16 47 9 6 0
99 8 8 3 0
28 32 4 4 0
29 9 3 5 0
95 53 1 7 0
52 15 1 7 0
85 28 6 2 0
99 56 3 0 0
87 75 3 2 0
23 47 4 5 0
2 24 3 5 0
38 92 4 5 0
55 77 3 5 0
33 13 0 8 0
56 38 4 9 0
51 37 8 3 0
66 27 8 8 0
29 75 9 5 0
18 5 3 0 0
3 2 2 4 0
85 57 3 5 0
57 84 5 9 0
51 22 7 5 0
19 73 0 5 0
5 54 0 6 0
10 15 4 5 0
95 28 4 6 0
79 44 6 0 0
85 40 5 1 0
89 47 1 8 0
76 50 5 9 0
23 68 8 8 0
65 62 2 8 0
56 15 8 7 0
70 70 9 4 0
17 49 2 5 0
19 82 2 4 0
42 40 1 0 0
58 38 3 7 0
80 49 4 6 0
9 9 0 3 0
7 11 3 0 0
65 92 2 0 0
14 21 5 5 0
3 68 5 7 0
29 72 8 9 0
69 69 0 9 0
79 20 9 6 0
72 75 0 5 0
10 49 6 5 0
22 99 8 4 0
86 86 7 8 0
4 54 7 9 0
84 21 0 1 0
66 30 6 5 0
76 64 6 8 0
25 93 7 6 0
74 88 7 2 0
79 87 8 9 0
22 42 7 8 0
65 88 9 9 0
61 30 8 6 0
82 53 3 0 0
34 42 0 9 0
7 56 2 3 0
34 68 2 9 0
71 42 5 7 0
47 47 2 1 0
49 51 1 0 0
5 88 2 2 0
48 5 9 3 0
88 26 8 9 0
70 24 6 1 0
52 32 9 4 0
87 24 9 1 0
14 92 3 3 0
57 24 8 7 0
66 6 3 1 0
60 17 5 6 0
38 39 5 3 0
6 55 9 2 0
21 84 2 5 0
47 79 1 4 0
4 59 3 9 0
17 30 7 3 0
76 93 5 1 0
34 64 5 1 0
91 45 1 2 0
4 60 4 9 0
4 72 2 7 0
53 58 0 5 0
87 4 9 5 0
24 67 5 8 0
60 24 7 1 0
39 78 1 2 0
40 81 8 7 0
7 97 6 4 0
59 73 6 7 0
37 83 2 1 0
11 74 1 4 0
6 65 6 2 0
38 76 1 2 0
99 18 9 4 0
76 40 2 5 0
49 90 3 0 0
34 11 5 4 0
28 87 3 9 0
85 55 2 2 0
45 57 4 2 0
25 67 1 3 0
37 70 1 9 0
1 93 1 7 0
26 32 3 8 0
54 41 6 4 0
9 71 5 8 0
34 49 0 4 0
83 53 1 8 0
67 76 4 8 0
11 8 4 5 0
48 78 8 2 0
82 17 3 9 0
49 58 8 3 0
61 86 7 7 0
43 0 6 4 0
0 98 2 1 0
40 97 5 0 0
16 48 4 1 0
39 2 5 2 0
6 31 3 8 0
72 98 8 6 0
46 37 4 8 0
69 39 6 8 0
91 20 6 3 0
56 85 6 1 0
52 98 8 6 0
9 10 6 8 0
78 25 4 7 0
10 45 2 4 0
44 66 4 1 0
2 34 5 0 0
69 77 2 4 0
59 41 9 3 0
66 60 4 4 0
73 82 7 3 0
66 26 1 4 0
35 58 3 6 0
66 9 9 5 0
9 67 4 3 0
64 57 9 6 0
67 27 0 2 0
47 74 3 2 0
87 15 1 7 0
31 59 9 2 0
77 58 7 8 0
42 25 8 0 0
78 84 0 9 0
21 40 0 5 0
21 35 0 3 0
52 67 6 1 0
70 25 1 5 0
22 27 5 0 0
25 39 8 7 0
14 22 5 7 0
87 95 5 0 0
60 53 2 7 0
31 55 5 9 0
51 15 3 4 0
54 21 6 7 0
38 30 6 6 0
7 72 7 0 0
92 97 0 4 0
48 70 3 6 0
40 55 8 2 0
82 82 0 1 0
51 66 3 0 0
93 57 1 6 0
26 14 9 8 0
58 10 0 2 0
51 88 7 4 0
47 32 3 4 0
84 98 9 5 0
91 78 2 7 0
76 74 2 3 0
36 99 0 4 0
87 33 1 3 0
14 86 0 9 0
92 34 5 5 0
20 86 6 7 0
64 36 2 8 0
20 83 5 6 0
57 28 4 1 0
52 84 1 9 0
78 37 1 9 0
39 0 4 3 0
54 24 2 5 0
22 16 8 1 0
90 4 6 9 0
50 55 6 6 0
62 43 2 1 0
68 13 0 1 0
24 93 1 3 0
22 28 8 4 0
62 32 1 8 0
10 63 8 7 0
3 54 7 5 0
91 17 8 4 0
97 50 8 9 0
91 78 4 7 0
49 23 8 3 0
0 94 3 3 0
67 4 9 9 0
2 31 0 2 0
31 30 9 2 0
54 99 4 5 0
85 11 3 9 0
73 97 4 5 0
22 61 2 6 0
89 56 8 1 0
64 39 6 3 0
57 98 1 2 0
77 65 4 1 0
83 54 9 5 0
64 26 3 7 0
91 16 6 0 0
98 91 8 9 0
33 24 2 7 0
77 33 3 1 0
90 59 4 4 0
64 23 1 1 0
74 12 0 9 0
22 57 9 8 0
29 23 4 4 0
15 86 6 4 0
5 17 3 5 0
17 73 4 9 0
51 74 8 8 0
43 66 3 2 0
50 5 0 7 0
62 11 5 2 0
67 92 6 9 0
74 34 2 3 0
27 32 2 8 0
62 84 0 6 0
12 10 5 4 0
59 23 3 5 0
56 1 9 5 0
64 54 4 5 0
81 87 4 4 0
64 25 3 7 0
12 16 1 9 0
76 10 0 4 0
23 80 0 0 0
3 66 4 2 0
44 56 1 4 0
81 71 5 2 0
3 34 3 2 0
62 0 2 5 0
84 35 7 8 0
47 16 2 0 0
20 59 1 1 0
18 47 2 1 0
5 67 5 3 0
80 42 7 6 0
72 17 2 4 0
96 59 4 1 0
72 44 5 7 0
70 19 3 6 0
2 79 1 1 0
15 40 2 1 0
92 20 1 0 0
27 93 3 2 0
1 84 5 7 0
24 21 4 9 0
15 99 6 9 0
4 0 2 9 0
40 60 8 7 0
47 67 9 5 0
74 33 5 2 0
71 40 7 7 0
76 73 1 1 0
56 63 6 6 0
64 71 9 0 0
5 89 1 2 0
83 34 2 0 0
62 48 3 1 0
34 9 0 0 0
4 93 5 5 0
43 72 7 1 0
7 9 8 6 0
90 75 2 4 0
16 83 8 2 0
30 74 3 5 0
49 71 6 6 0
72 59 2 5 0
59 11 3 5 0
73 85 5 1 0
93 64 3 6 0
34 41 6 5 0
58 91 5 8 0
98 1 1 4 0
86 74 8 7 0
27 8 1 1 0
27 43 8 9 0
53 77 2 6 0
79 53 1 6 0
25 14 4 2 0
90 65 3 4 0
61 14 4 7 0
8 64 1 2 0
81 62 4 7 0
16 90 1 6 0
18 13 6 6 0
7 97 8 7 0
80 10 3 6 0
36 94 0 3 0
88 33 5 2 0
63 0 8 6 0
97 12 5 6 0
20 78 3 0 0
81 37 6 4 0
83 34 0 9 0
28 32 3 0 0
12 42 3 1 0
86 73 1 8 0
83 78 5 7 0
79 17 2 3 0
50 1 4 8 0
47 79 9 6 0
4 7 1 1 0
56 93 3 1 0
41 55 1 0 0
22 99 6 3 0
91 21 6 0 0
92 89 9 2 0
15 23 4 3 0
53 10 7 0 0
20 72 3 8 0
67 64 6 4 0
81 15 3 0 0
77 54 3 8 0
61 13 2 9 0
76 30 5 1 0
14 20 8 2 0
89 24 7 3 0
28 71 8 3 0
45 94 3 5 0
43 37 8 0 0
87 52 3 8 0
89 13 3 9 0
19 93 1 8 0
33 20 9 9 0
16 76 0 9 0
47 55 8 7 0
95 38 4 3 0
52 32 9 5 0
65 33 9 4 0
18 29 5 9 0
58 8 8 8 0
75 56 6 3 0
57 95 1 4 0
70 41 4 5 0
80 11 5 5 0
73 8 1 4 0
77 28 1 6 0
35 17 4 0 0
60 17 1 4 0
57 35 8 2 0
73 6 6 8 0
45 51 7 9 0
70 92 7 1 0
97 77 8 7 0
58 79 8 3 0
59 25 2 1 0
27 61 7 2 0
70 21 7 1 0
57 85 4 3 0
40 94 9 2 0
3 2 7 1 0
82 41 3 0 0
43 95 2 6 0
56 72 8 9 0
77 40 9 0 0
47 52 3 2 0
8 23 2 1 0
95 38 8 8 0
80 62 1 1 0
65 82 6 4 0
38 91 1 5 0
78 55 4 6 0
12 75 0 2 0
87 74 1 5 0
59 78 2 5 0
35 4 8 1 0
91 92 0 4 0
7 67 7 2 0
45 4 6 7 0
52 41 1 6 0
10 85 5 5 0
87 21 1 6 0
86 49 1 6 0
57 96 3 9 0
56 93 1 8 0
57 57 0 2 0
35 73 7 9 0
46 70 2 2 0
85 8 9 4 0
62 93 9 7 0
24 96 9 6 0
9 22 2 9 0
90 43 3 2 0
91 65 9 6 0
53 56 9 1 0
84 30 7 3 0
89 32 0 6 0
65 22 8 6 0
78 4 3 7 0
51 28 8 7 0
20 29 2 8 0
50 85 7 9 0
88 6 6 7 0
16 97 8 6 0
2 30 2 2 0
95 61 5 8 0
66 60 4 6 0
20 39 0 7 0
9 89 3 4 0
43 60 6 9 0
7 70 7 3 0
13 40 4 5 0
93 80 8 2 0
72 82 7 5 0
76 96 8 0 0
62 91 6 4 0
36 77 5 5 0
35 86 3 2 0
11 93 3 6 0
51 15 7 6 0
8 38 4 8 0
57 97 4 5 0
42 60 3 7 0
8 9 6 3 0
50 23 7 2 0
88 93 3 7 0
86 90 4 0 0
53 63 1 6 0
92 77 1 7 0
44 97 5 6 0
96 50 9 2 0
13 91 3 1 0
60 70 3 9 0
59 57 5 5 0
78 65 1 8 0
91 20 3 8 0
88 8 2 0 0
86 10 0 0 0
67 30 7 9 0
9 57 2 5 0
65 85 7 9 0
82 90 1 5 0
79 46 9 0 0
70 22 3 7 0
47 19 9 9 0
60 49 3 9 0
47 57 6 3 0
32 87 6 4 0
17 90 8 6 0
27 99 2 7 0
99 89 6 5 0
80 78 9 6 0
43 64 2 7 0
80 24 3 6 0
5 30 8 5 0
31 51 3 8 0
34 57 3 3 0
42 6 0 0 0
41 43 6 4 0
51 53 3 7 0
21 74 6 0 0
89 53 3 2 0
88 19 3 7 0
25 13 1 2 0
3 35 3 2 0
56 55 1 3 0
97 46 0 9 0
16 74 7 5 0
22 48 4 6 0
52 77 6 8 0
58 60 4 4 0
48 23 8 4 0
8 61 0 1 0
20 8 3 0 0
36 90 7 2 0
25 30 4 2 0
65 43 5 3 0
24 18 7 5 0
65 23 5 4 0
12 22 4 5 0
75 41 9 3 0
79 45 1 6 0
21 10 4 3 0
52 17 0 3 0
29 44 2 9 0
28 18 8 9 0
80 99 7 2 0
5 34 5 8 0
33 23 6 0 0
90 11 4 1 0
3 37 5 0 0
49 74 2 7 0
59 20 6 7 0
47 19 2 4 0
58 48 7 8 0
37 54 1 6 0
99 39 6 9 0
86 24 1 5 0
29 58 4 7 0
60 22 4 7 0
79 55 6 0 0
76 26 8 9 0
21 79 9 7 0
24 33 0 9 0
11 78 0 2 0
87 38 9 9 0
44 82 5 2 0
9 64 7 3 0
60 0 4 9 0
91 72 4 5 0
95 51 2 4 0
79 42 5 6 0
57 65 4 0 0
32 64 2 3 0
95 63 1 2 0
32 54 5 8 0
99 87 9 9 0
33 39 2 2 0
89 19 1 0 0
34 16 7 4 0
38 21 8 4 0
21 44 8 7 0
1 88 7 5 0
72 23 2 1 0
15 22 2 5 0
50 36 5 5 0
35 50 8 6 0
94 12 7 3 0
93 94 7 4 0
57 88 0 1 0
95 74 6 2 0
20 25 9 5 0
63 22 4 1 0
80 30 4 4 0
84 71 4 0 0
3 50 9 3 0
53 99 6 2 0
70 20 0 1 0
19 32 6 1 0
83 18 9 4 0
93 19 3 2 0
37 79 3 3 0
11 25 1 2 0
99 54 0 1 0
13 44 7 1 0
27 91 6 0 0
66 9 6 3 0
32 66 6 6 0
31 33 1 1 0
78 38 8 9 0
96 80 5 4 0
56 46 3 7 0
75 80 4 7 0
19 18 6 6 0
48 79 7 3 0
30 4 3 9 0
56 84 7 5 0
33 12 4 3 0
36 69 8 6 0
95 24 3 3 0
62 13 7 4 0
99 59 3 1 0
75 25 1 6 0
66 7 7 3 0
65 63 8 9 0
60 45 6 0 0
64 54 2 4 0
27 17 5 9 0
87 41 5 1 0
34 64 7 3 0
50 35 9 7 0
23 74 5 3 0
87 44 0 5 0
55 83 3 8 0
32 11 0 6 0
3 67 2 9 0
32 2 3 7 0
31 92 5 0 0
60 92 3 4 0
76 78 3 8 0
28 95 9 7 0
14 82 7 5 0
57 73 9 3 0
1 53 2 4 0
6 81 7 1 0
32 90 9 7 0
86 31 8 2 0
20 39 6 8 0
52 25 9 1 0
7 4 3 2 0
89 70 0 7 0
54 46 0 6 0
92 14 7 4 0
76 19 2 5 0
15 1 2 5 0
60 56 8 1 0
73 43 3 2 0
48 23 7 4 0
40 89 1 1 0
66 3 0 0 0
33 66 5 3 0
40 10 9 0 0
34 22 6 3 0
93 21 5 7 0
88 28 8 1 0
64 58 9 5 0
51 17 7 4 0
15 88 1 0 0
90 32 5 8 0
28 23 7 2 0
84 36 2 1 0
39 35 8 3 0
32 70 8 2 0
19 9 5 2 0
96 66 7 7 0
13 44 0 9 0
90 49 9 4 0
32 80 3 9 0
48 10 2 9 0
14 88 1 4 0
95 96 8 6 0
65 29 3 7 0
51 74 8 3 0
29 60 4 7 0
44 82 2 5 0
49 39 7 1 0
22 70 0 8 0
55 10 8 4 0
17 86 1 2 0
54 67 9 7 0
99 53 4 4 0
68 53 6 9 0
35 21 2 5 0
65 68 5 1 0
23 3 5 5 0
32 21 8 5 0
59 70 5 8 0
5 62 6 7 0
2 59 3 9 0
79 57 8 5 0
20 30 3 4 0
42 42 5 7 0
35 61 3 5 0
59 30 0 0 0
54 62 7 3 0
51 74 5 1 0
55 88 1 2 0
3 78 3 3 0
91 57 7 8 0
81 69 8 9 0
99 79 3 6 0
40 85 4 2 0
97 0 3 5 0
19 95 0 8 0
0 73 7 3 0
38 65 3 0 0
96 87 2 0 0
33 51 5 2 0
56 72 5 9 0
8 73 6 9 0
37 11 4 2 0
89 64 8 8 0
70 81 8 8 0
37 3 2 0 0
61 58 9 0 0
94 54 0 7 0
17 84 4 7 0
58 91 9 7 0
59 12 2 2 0
80 16 0 7 0
22 24 9 9 0
0 75 2 2 0
29 0 4 9 0
98 29 8 4 0
68 74 2 3 0
14 75 5 0 0
87 29 4 2 0
46 87 5 1 0
41 57 0 2 0
25 60 9 7 0
48 26 9 4 0
6 43 5 8 0
17 13 9 7 0
71 62 7 2 0
12 75 2 1 0
70 71 6 7 0
65 9 4 5 0
25 11 8 1 0
27 79 7 6 0
52 22 8 0 0
43 65 0 3 0
24 69 0 8 0
7 50 9 4 0
1 40 2 4 0
86 17 1 2 0
37 8 8 7 0
45 96 6 3 0
54 52 8 6 0
57 45 8 2 0
5 13 1 1 0
24 38 0 5 0
23 79 1 3 0
1 21 1 5 0
44 57 2 3 0
99 72 3 4 0
54 68 2 7 0
66 18 0 5 0
21 59 9 6 0
33 92 0 4 0
54 46 5 4 0
73 93 2 0 0
31 26 1 5 0
12 64 9 8 0
87 50 7 4 0
86 93 9 2 0
99 85 4 9 0
47 3 0 0 0
12 70 6 2 0
63 51 3 4 0
0 40 5 5 0
72 58 8 1 0
26 89 9 3 0
83 41 5 4 0
14 69 6 2 0
11 59 9 1 0
74 8 9 7 0
1 73 4 4 0
53 7 7 9 0
4 23 3 5 0
86 98 8 8 0
17 77 4 7 0
36 93 4 2 0
72 2 7 8 0
34 67 6 8 0
43 43 4 8 0
29 37 8 8 0
48 14 5 5 0
95 69 2 9 0
92 32 2 5 0
54 71 7 0 0
45 48 5 6 0
62 97 9 4 0
24 78 1 9 0
11 81 6 8 0
71 20 5 2 0
1 11 7 8 0
18 56 9 8 0
31 43 3 5 0
15 18 5 4 0
62 20 9 0 0
48 44 1 2 0
81 17 9 2 0
81 98 9 7 0
20 64 7 7 0
63 86 5 8 0
78 76 5 1 0
18 38 3 8 0
40 91 4 1 0
26 15 3 9 0
74 69 5 2 0
70 71 9 4 0
9 34 4 3 0
7 94 0 8 0
18 93 4 4 0
79 66 4 2 0
0 17 2 3 0
95 7 8 4 0
36 97 0 9 0
46 28 1 7 0
97 69 7 4 0
41 80 4 8 0
68 58 2 7 0
29 55 2 7 0
4 19 8 0 0
98 21 1 9 0
18 15 8 0 0
27 81 2 5 0
77 30 1 6 0
41 88 1 1 0
26 8 9 2 0
87 82 3 7 0
29 32 2 4 0
18 36 5 9 0
26 17 8 9 0
53 75 3 9 0
5 63 0 4 0
55 76 9 4 0
95 78 8 6 0
78 98 8 8 0
48 47 0 6 0
42 89 9 2 0
57 15 8 8 0
95 22 3 7 0
95 3 6 9 0
91 25 9 4 0
82 46 3 2 0
7 10 7 6 0
81 0 7 7 0
82 35 1 1 0
89 41 9 6 0
78 48 7 4 0
17 43 8 0 0
82 36 2 2 0
49 32 7 3 0
75 36 0 5 0
73 95 4 1 0
50 41 3 9 0
29 51 5 9 0
33 29 7 8 0
99 95 0 3 0
21 23 8 4 0
19 30 5 5 0
79 28 9 2 0
18 14 5 3 0
17 20 5 9 0
88 15 6 0 0
89 13 6 2 0
85 62 3 2 0
11 5 2 3 0
66 17 1 6 0
5 16 5 7 0
59 61 7 2 0
21 22 2 1 0
94 77 5 2 0
63 41 2 9 0
94 80 5 3 0
61 13 0 4 0
15 59 5 6 0
34 36 5 8 0
57 63 2 9 0
72 23 6 2 0
6 54 9 4 0
55 98 1 8 0
13 30 1 9 0
15 24 9 8 0
8 73 1 2 0
31 5 5 5 0
91 47 2 8 0
16 14 2 1 0
49 72 8 0 0
70 94 7 9 0
31 97 1 0 0
76 43 0 5 0
74 68 8 4 0
84 27 1 0 0
51 67 3 7 0
32 21 8 2 0
85 45 0 0 0
21 19 1 8 0
37 59 0 6 0
85 19 0 9 0
41 93 1 6 0
40 1 7 7 0
25 31 3 1 0
56 5 5 5 0
23 61 8 7 0
70 69 7 8 0
60 12 1 3 0
57 29 9 6 0
10 41 0 7 0
56 66 4 6 0
13 51 5 8 0
77 97 9 6 0
26 16 4 1 0
47 22 3 1 0
38 61 0 6 0
4 45 1 6 0
40 55 9 9 0
91 78 5 6 0
21 42 0 2 0
41 55 3 0 0
30 15 6 9 0
63 78 7 1 0
53 34 4 1 0
47 50 2 8 0
55 28 6 0 0
93 65 1 7 0
17 41 0 8 0
62 51 3 8 0
15 4 7 6 0
77 45 4 1 0
33 2 4 1 0
37 43 4 5 0
82 61 0 5 0
92 4 0 6 0
33 92 9 5 0
90 29 5 4 0
56 31 9 1 0
51 47 5 8 0
73 24 4 1 0
17 56 9 6 0
23 96 2 0 0
31 60 9 5 0
34 99 3 2 0
5 53 7 7 0
75 28 4 1 0
84 70 6 6 0
